Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
Egypt,Rice,1997,901.31,54.02,26.87,52792.1
Canada,Soybeans,1994,1188.28,53.55,20.69,26145.5
Germany,Sorghum,2003,1895.41,19.19,21.25,14189.1
France,Cassava,1991,775.12,29.02,37.53,43253.2
Indonesia,Wheat,1996,1970.39,16.09,22.88,23929.0
United States,Yams,1999,2761.25,5.58,23.7,42120.2
India,Plantains and others,1991,2917.89,11.01,22.49,36719.6
India,Sorghum,2016,1655.17,8.85,27.74,15534.1
Egypt,Potatoes,2005,1965.96,44.88,29.93,108190.7
China,Cassava,2016,1405.05,64.5,23.91,102470.5
Argentina,Rice,1991,948.73,5.76,37.09,21974.7
Indonesia,Maize,1991,2625.07,151.62,14.75,15252.6
France,Plantains and others,2004,796.64,144.89,12.17,91076.8
Japan,Sorghum,2017,1956.96,29.36,36.34,6201.0
China,Sorghum,2008,2881.23,30.46,33.83,3325.9
India,Cassava,1999,223.3,33.42,14.41,93384.4
Argentina,Soybeans,2014,1415.26,19.97,23.29,31572.9
Egypt,Sorghum,2009,771.27,58.06,33.28,11449.3
Argentina,Wheat,2022,800.34,20.79,18.44,41990.8
South Africa,Rice,2022,2084.04,9.23,36.74,18948.2
United States,Plantains and others,2008,1581.8,21.66,32.46,43979.1
Mexico,Sweet potatoes,2016,1660.06,8.55,21.65,109617.3
Japan,Sorghum,1995,2439.21,25.29,34.5,3109.7
Australia,Cassava,2004,379.22,92.08,19.6,127963.2
Egypt,Plantains and others,2002,1042.93,39.92,13.46,110639.5
Nigeria,Maize,1992,1347.08,58.24,18.77,46578.6
France,Cassava,2018,397.38,15.27,29.27,87205.2
Brazil,Wheat,1993,1009.72,23.54,18.5,31721.8
Australia,Yams,2012,913.67,72.84,13.99,120413.9
France,Sweet potatoes,2005,2653.69,10.41,22.21,61681.5
Japan,Rice,2011,1660.48,84.11,34.99,27821.7
Argentina,Sorghum,2011,1028.64,35.73,22.69,17889.0
Argentina,Wheat,2012,1402.9,72.47,34.44,16903.0
Indonesia,Cassava,2022,1166.64,31.74,31.04,92652.4
South Africa,Rice,1999,1976.99,48.63,15.08,26842.3
Nigeria,Sweet potatoes,2008,1139.89,74.19,26.87,139994.9
Argentina,Sorghum,2022,1401.04,43.92,30.11,13165.0
United States,Potatoes,2002,2637.48,54.9,25.85,81131.7
France,Maize,2018,1429.47,201.7,25.32,55526.9
Nigeria,Rice,1990,250.75,83.69,13.8,24286.0
Argentina,Rice,2018,1959.59,63.34,18.59,46221.6
Indonesia,Sorghum,2005,769.62,11.81,19.42,23674.3
South Africa,Sweet potatoes,2018,713.64,101.54,34.95,65340.9
Mexico,Sorghum,2007,2724.97,16.37,13.74,7581.2
Indonesia,Cassava,2001,708.83,72.95,34.05,59560.4
United States,Potatoes,2002,2450.68,33.41,37.93,35863.2
Japan,Plantains and others,1992,816.31,26.58,21.69,79944.4
Canada,Wheat,2020,2184.54,5.42,17.66,21137.9
Egypt,Maize,2017,1969.57,10.01,14.7,32085.5
Australia,Sorghum,2021,1650.42,12.56,29.45,13239.6
Germany,Sweet potatoes,1998,1171.5,29.78,16.13,158879.4
Australia,Soybeans,2011,2323.15,23.33,22.79,11065.9
Mexico,Cassava,1991,1389.58,124.21,25.18,90266.9
Nigeria,Plantains and others,2007,2883.79,33.2,26.28,42468.6
Argentina,Sorghum,1992,2829.39,55.58,20.44,7342.9
South Africa,Plantains and others,2002,2033.19,91.8,13.64,51110.9
Argentina,Soybeans,2004,2378.47,76.53,16.88,10066.4
Germany,Maize,1997,287.22,20.03,12.88,26728.1
Brazil,Soybeans,2004,1760.54,6.99,29.34,18649.2
Mexico,Yams,2018,1421.97,59.95,14.45,102546.9
Canada,Yams,2022,1814.77,8.48,14.47,100270.1
Brazil,Plantains and others,2016,876.19,7.06,22.69,96261.5
Brazil,Maize,2000,1209.2,81.56,26.72,49643.6
Indonesia,Rice,2020,2340.19,53.87,31.82,28173.5
Argentina,Sweet potatoes,1992,1948.92,104.91,27.26,84170.3
Canada,Rice,1991,2180.71,29.65,17.95,31233.8
Nigeria,Rice,2013,1261.56,28.22,28.08,52548.7
Germany,Soybeans,1993,2610.93,35.92,36.44,6631.5
Canada,Potatoes,2007,508.18,134.54,28.42,174930.2
Egypt,Sorghum,1999,1753.13,73.88,33.07,7403.2
Argentina,Maize,2001,318.56,48.34,23.78,46694.3
Indonesia,Yams,2009,2890.58,43.39,24.7,42846.3
France,Potatoes,1991,2779.66,48.76,27.41,57447.1
Japan,Yams,2015,436.78,51.68,34.91,41250.8
Japan,Sweet potatoes,2016,2264.79,21.88,32.87,30845.2
Egypt,Sweet potatoes,1997,2834.17,79.79,15.33,76133.7
France,Sweet potatoes,2001,2487.53,100.71,36.39,25477.3
Nigeria,Potatoes,2023,1529.86,7.84,36.5,84836.8
Argentina,Wheat,2009,2924.62,76.21,37.16,5549.8
Canada,Yams,1997,815.18,6.04,33.49,43128.0
China,Maize,2002,375.18,16.82,33.03,31440.6
Argentina,Yams,2012,476.03,93.4,30.37,65557.7
Indonesia,Soybeans,1999,1615.42,12.78,28.22,23949.5
India,Maize,2020,1058.1,91.41,13.48,34731.2
United States,Yams,1998,734.03,26.31,26.23,96538.4
Mexico,Sorghum,2009,244.3,41.99,24.24,15802.3
Argentina,Sorghum,2001,1552.91,96.08,21.4,17987.0
Nigeria,Sweet potatoes,1993,1365.21,41.06,35.49,68150.9
India,Maize,1995,1789.64,48.29,24.73,34586.4
Mexico,Sweet potatoes,2014,2276.49,21.38,15.42,74570.2
Germany,Yams,2019,2591.93,38.74,22.57,49047.2
Mexico,Cassava,1997,1239.27,82.01,18.57,126389.0
Brazil,Plantains and others,2001,1759.0,98.26,32.69,32625.4
Argentina,Sorghum,2010,2647.4,19.36,18.84,8103.6
United States,Plantains and others,2009,1254.28,18.2,18.9,93541.4
Australia,Yams,1997,2778.07,7.04,19.58,44599.5
Canada,Yams,2015,2400.28,49.57,12.17,48920.6
United States,Sweet potatoes,2007,1636.18,65.88,36.31,66299.5
Japan,Potatoes,2019,1531.93,61.1,31.84,98041.8
China,Rice,2004,2749.7,40.65,25.03,17525.2
China,Sweet potatoes,2019,1743.25,33.83,33.82,46027.6
Japan,Maize,2003,2761.9,15.48,35.98,10486.0
Canada,Maize,2000,1791.7,57.71,17.48,41610.9
Nigeria,Yams,1995,1224.48,24.14,31.49,59758.8
Indonesia,Rice,1997,2370.68,18.36,20.97,31217.5
Indonesia,Maize,2008,738.47,22.52,28.11,58475.6
Brazil,Soybeans,1993,1181.16,127.05,20.83,26909.4
Egypt,Maize,2008,1073.26,25.77,14.05,42211.3
Australia,Maize,2007,2976.75,43.94,37.61,10309.9
Germany,Cassava,2016,458.61,13.88,27.48,108227.3
Nigeria,Yams,2003,1456.58,127.23,16.92,115596.1
Australia,Yams,2008,2732.21,90.03,31.68,27639.0
Argentina,Maize,2001,2621.9,19.35,30.65,17335.4
China,Sweet potatoes,2012,1036.8,10.66,23.44,156024.0
South Africa,Potatoes,1992,1157.9,33.1,33.6,73776.1
China,Maize,2004,2859.72,12.37,31.08,15329.3
France,Sorghum,2013,526.43,44.56,35.46,9367.2
Canada,Wheat,2007,496.39,108.19,25.6,33643.6
Mexico,Rice,1999,1115.03,5.54,33.49,32139.0
Nigeria,Soybeans,2018,833.57,118.02,32.37,28088.3
Germany,Yams,2019,2617.7,17.62,34.7,20733.2
Germany,Cassava,2019,927.08,179.87,23.21,151749.4
Nigeria,Potatoes,2020,347.74,63.88,23.91,232886.2
Egypt,Maize,2010,2286.5,8.98,35.29,14534.3
South Africa,Yams,2006,1118.9,16.73,14.2,84991.8
Brazil,Cassava,2003,1266.78,87.62,33.41,35751.5
Argentina,Maize,1995,2101.76,8.98,22.94,28708.4
China,Plantains and others,1995,651.41,58.42,37.25,34474.2
Egypt,Maize,2003,2565.61,17.68,18.22,24371.2
India,Rice,2008,848.14,62.18,36.44,26992.8
Mexico,Yams,2006,2717.93,168.85,23.55,44002.1
Argentina,Soybeans,1993,1757.72,6.48,35.59,13264.7
Japan,Wheat,2015,670.97,110.73,26.48,31400.0
Nigeria,Sorghum,1991,2681.31,141.14,35.83,3066.2
Japan,Plantains and others,2005,1328.99,74.8,25.81,71982.4
Canada,Potatoes,2012,2532.2,43.86,33.96,45546.5
Japan,Wheat,2012,1601.34,33.44,18.49,26756.1
China,Plantains and others,1995,1110.59,7.0,19.07,83626.8
China,Maize,1993,854.91,16.84,34.29,29343.5
China,Maize,2011,2393.23,20.46,37.75,9600.1
Egypt,Rice,2001,2046.62,63.24,15.13,30756.9
Nigeria,Wheat,2019,2373.61,11.99,26.7,15413.4
Australia,Sorghum,2003,2227.85,63.62,20.85,10274.4
Brazil,Plantains and others,2000,266.38,95.07,37.34,29646.0
India,Sweet potatoes,1991,2794.1,32.2,13.32,54709.7
Brazil,Potatoes,2015,2850.92,81.07,20.16,81624.8
Germany,Plantains and others,2002,1785.4,5.31,13.61,79274.2
Nigeria,Yams,2001,1349.39,13.92,17.77,121757.6
Mexico,Maize,2010,445.26,9.71,17.02,42417.6
South Africa,Soybeans,2012,791.15,74.81,13.33,18158.4
Japan,Soybeans,1992,1556.3,64.18,26.37,19470.3
Canada,Soybeans,2018,617.9,20.61,21.39,30719.7
United States,Cassava,1994,2516.6,48.95,20.78,48886.3
Japan,Cassava,2011,1144.47,23.69,15.17,122689.6
Brazil,Rice,1995,2650.33,83.16,15.67,12654.5
China,Soybeans,2012,2266.26,27.35,29.45,10991.1
Japan,Potatoes,1998,637.36,227.93,37.41,79853.7
France,Sorghum,2020,1010.43,36.53,28.1,18861.7
Australia,Wheat,1991,1932.56,59.74,25.02,22263.1
India,Yams,2000,1757.33,80.6,12.42,76132.0
Germany,Potatoes,2020,1518.66,38.89,17.07,228968.0
United States,Sweet potatoes,2013,1632.59,8.15,19.48,159860.6
Canada,Potatoes,2000,2571.28,24.6,29.59,67683.6
Germany,Potatoes,2019,1258.68,12.74,12.48,217400.4
Germany,Plantains and others,2022,1950.92,73.73,17.69,83926.3
United States,Sorghum,2021,1539.88,137.15,20.63,23537.6
Egypt,Plantains and others,1999,428.48,19.96,12.72,83406.6
Mexico,Wheat,2016,1973.55,86.87,22.34,29841.6
Germany,Soybeans,2009,1778.97,39.69,13.8,15909.5
Australia,Potatoes,2001,621.92,100.39,37.78,83423.5
South Africa,Cassava,2005,2984.36,51.5,20.01,51204.3
Brazil,Cassava,2012,203.11,20.87,17.67,114443.9
France,Wheat,2003,1438.63,7.17,29.8,20740.2
Japan,Soybeans,2016,1325.68,70.27,32.28,16004.1
France,Maize,2020,1103.63,45.41,15.85,46442.8
Argentina,Sorghum,2011,2065.55,229.75,17.87,14914.9
Nigeria,Yams,1990,1081.77,10.08,16.6,104379.9
Australia,Cassava,2005,2987.59,48.7,33.12,23129.0
France,Plantains and others,1990,1327.57,60.81,29.74,51666.2
Germany,Rice,1994,1819.78,64.11,30.22,35597.4
Nigeria,Sorghum,1993,1392.63,266.85,14.41,20719.3
Indonesia,Sorghum,2017,1440.49,53.0,34.1,10539.2
Mexico,Rice,1997,2897.74,10.72,24.44,19426.7
Mexico,Wheat,2008,2530.77,190.4,24.33,17148.2
South Africa,Sweet potatoes,2000,1985.77,90.76,13.08,103907.7
Indonesia,Wheat,2017,2714.22,88.02,27.16,15275.2
Argentina,Cassava,1996,1994.7,36.38,16.94,81084.6
France,Rice,2013,2787.5,189.81,33.66,17680.5
Egypt,Cassava,1993,1308.62,75.58,23.81,132009.3
Japan,Sweet potatoes,2012,1090.35,48.34,20.99,155505.2
Indonesia,Sorghum,2018,1150.05,40.25,16.21,21233.6
Egypt,Yams,2012,1361.89,70.56,15.52,119551.4
Egypt,Maize,1999,1536.77,51.04,27.13,44321.2
Germany,Maize,2023,306.64,53.38,30.15,44696.4
India,Wheat,1996,1866.64,107.75,27.0,23318.4
China,Potatoes,2016,1859.76,13.03,16.47,139380.9
Argentina,Rice,2020,1867.9,9.2,36.43,26033.4
South Africa,Wheat,2019,1082.03,83.37,35.81,17894.9
United States,Wheat,2015,975.79,146.41,15.23,45073.1
Mexico,Yams,2011,1514.65,32.47,37.89,38018.8
Australia,Sorghum,2022,617.59,82.07,28.07,20560.9
Japan,Sweet potatoes,2022,1787.3,26.66,27.87,95964.0
France,Sweet potatoes,2007,1878.49,121.35,21.96,115088.5
Canada,Plantains and others,1993,758.35,20.36,25.09,78284.7
Indonesia,Yams,1991,2512.61,54.91,32.39,18859.3
Germany,Sweet potatoes,2021,817.37,54.13,26.86,174830.1
France,Cassava,2012,2405.68,21.66,33.77,17486.2
Japan,Sweet potatoes,1992,716.49,16.3,22.05,137871.8
Germany,Cassava,2002,2866.76,112.52,19.04,52543.9
France,Rice,1992,399.24,47.65,26.72,31242.6
Germany,Sorghum,2003,2887.41,7.5,14.55,8985.1
Australia,Maize,2005,2558.06,22.59,14.01,16600.2
India,Sorghum,2015,2318.92,62.06,16.32,9277.5
Canada,Soybeans,2014,599.16,29.07,26.42,30838.1
Canada,Potatoes,2017,1997.09,31.45,24.73,142540.7
China,Maize,2023,316.0,176.79,26.3,50441.6
Nigeria,Yams,2019,1573.14,14.29,13.33,93784.9
Nigeria,Plantains and others,2001,403.66,21.47,21.1,101426.0
Brazil,Rice,2015,2648.06,93.78,17.84,15577.7
Indonesia,Sweet potatoes,2012,246.69,15.83,33.07,59250.5
Brazil,Maize,2017,2451.66,105.65,13.55,13728.7
Mexico,Rice,2005,2092.13,53.2,26.78,37833.2
Germany,Cassava,1997,644.46,154.06,34.87,48141.0
Canada,Sweet potatoes,2012,1849.26,144.57,21.1,129902.0
France,Maize,2012,1082.03,17.72,13.8,35104.0
United States,Sweet potatoes,2009,2158.15,25.07,31.36,54543.6
Argentina,Sorghum,2010,2258.07,52.09,24.69,8795.8
Germany,Soybeans,2006,2143.25,15.09,20.3,13851.4
Indonesia,Sorghum,2000,999.75,71.33,12.62,21860.3
France,Sweet potatoes,2022,455.98,54.13,26.31,146795.4
Japan,Yams,1990,749.62,6.14,34.4,37685.8
Japan,Potatoes,2008,2463.51,52.29,19.69,81710.3
India,Sorghum,2008,660.94,14.99,32.56,8644.6
France,Cassava,1995,1923.18,9.25,14.28,61520.6
Australia,Plantains and others,2019,2201.72,48.25,12.38,56174.2
Argentina,Wheat,1998,1064.65,22.37,18.92,30995.1
Egypt,Rice,1994,1483.85,46.57,29.24,50071.0
Japan,Plantains and others,1999,783.52,12.13,28.6,62971.0
South Africa,Sorghum,2000,817.82,12.43,34.34,8823.8
Germany,Plantains and others,1998,2328.02,23.74,22.68,36724.1
Nigeria,Sweet potatoes,2010,2816.72,23.08,32.33,37181.3
China,Potatoes,2006,710.88,172.92,23.13,208379.9
Nigeria,Plantains and others,1995,1227.49,12.96,17.37,104679.7
Canada,Cassava,2008,1665.54,132.24,33.11,44637.0
China,Sorghum,2004,2303.58,118.65,34.0,2876.8
Argentina,Sorghum,1997,430.74,50.81,24.63,15720.7
Argentina,Maize,2002,2639.68,81.88,19.12,19300.0
India,Sweet potatoes,2013,847.58,18.96,19.96,186054.9
Canada,Rice,2003,1447.15,9.4,29.75,44889.1
Canada,Cassava,1996,568.72,66.05,31.29,76301.6
Indonesia,Yams,1993,1949.94,55.85,19.99,78459.4
Egypt,Sweet potatoes,2000,2094.6,55.54,22.45,103699.5
Egypt,Soybeans,2006,1490.52,93.22,33.57,21169.0
South Africa,Wheat,2020,597.58,23.14,15.62,37899.6
United States,Potatoes,2003,1113.1,8.68,21.09,205509.0
South Africa,Rice,2002,1035.16,79.7,22.22,48195.2
India,Wheat,2002,2932.18,28.03,21.29,15000.4
Nigeria,Cassava,2018,293.15,11.5,22.81,107894.7
Canada,Yams,1991,405.42,59.41,27.48,71536.8
Indonesia,Soybeans,2005,2589.08,60.97,15.57,8826.6
Nigeria,Plantains and others,1991,2806.31,59.06,31.41,23320.2
China,Soybeans,2005,1253.96,47.29,24.45,24301.4
Egypt,Plantains and others,1991,200.64,128.26,33.94,35126.1
Canada,Cassava,2022,2227.28,137.12,23.19,77631.7
China,Yams,1993,878.09,8.79,31.34,45600.3
China,Sweet potatoes,1995,502.48,18.24,31.51,74550.9
Mexico,Yams,2002,427.26,35.09,31.22,59813.2
Argentina,Maize,2007,2624.9,5.5,32.23,17398.7
China,Plantains and others,1992,2462.59,24.34,26.62,29387.2
South Africa,Wheat,2018,2177.84,26.2,12.18,16136.5
Brazil,Plantains and others,1995,1144.53,92.87,12.02,67331.1
Argentina,Yams,1996,723.95,45.55,19.58,99267.0
South Africa,Rice,2019,1428.21,194.7,33.0,41162.8
Argentina,Maize,2019,368.64,22.67,19.75,57584.3
Egypt,Sweet potatoes,2004,2392.85,11.53,28.51,55255.3
India,Soybeans,1990,891.49,103.18,16.39,24030.5
Mexico,Cassava,2015,1632.99,78.36,36.3,46167.8
Germany,Sweet potatoes,2004,2659.56,157.37,31.62,36684.8
Brazil,Sweet potatoes,1991,669.19,23.58,25.09,124660.8
India,Wheat,1995,2420.76,17.46,16.83,14674.7
Australia,Sweet potatoes,2002,2875.82,158.56,21.16,74452.5
Nigeria,Potatoes,2022,1622.8,53.41,24.42,202895.5
Brazil,Plantains and others,2004,1959.99,55.16,23.71,64968.4
Argentina,Plantains and others,2007,2787.4,90.83,26.61,35504.8
Indonesia,Wheat,1999,615.82,50.37,33.17,14964.1
Brazil,Plantains and others,2001,1882.65,64.55,21.43,61929.7
South Africa,Maize,1991,1259.03,41.42,22.74,42341.0
India,Plantains and others,2000,356.07,52.06,18.26,80641.4
Egypt,Cassava,2013,612.06,22.69,14.33,132552.5
China,Sorghum,2006,512.17,47.25,27.12,15131.2
Canada,Plantains and others,2010,1730.7,112.92,26.4,69791.8
France,Wheat,2007,763.54,115.47,14.99,37153.6
United States,Wheat,2009,1832.76,48.25,13.42,28220.1
Nigeria,Soybeans,2008,443.91,38.41,29.98,22615.0
United States,Maize,2021,1569.34,26.67,35.65,36409.5
Mexico,Maize,1992,1414.34,99.35,21.44,45243.5
China,Wheat,1996,1149.82,44.33,13.07,27873.7
Australia,Sorghum,2005,1284.91,48.78,24.07,22976.0
China,Cassava,2005,2052.77,17.37,14.93,64911.4
Japan,Sorghum,2009,804.89,175.97,30.59,14964.8
South Africa,Potatoes,2019,1039.07,168.64,25.93,220818.3
France,Plantains and others,2017,1400.54,7.76,12.57,90268.7
Argentina,Sweet potatoes,2002,2057.27,96.35,26.32,87613.7
Nigeria,Rice,2001,2162.42,101.74,22.88,37138.7
United States,Rice,1995,1592.31,14.83,14.81,35548.1
Brazil,Soybeans,1996,1755.39,48.84,17.38,18109.9
Canada,Soybeans,1996,2573.13,15.03,23.19,11951.9
Egypt,Soybeans,2004,593.53,21.88,25.47,29318.4
France,Yams,2000,2172.14,136.97,31.21,28543.3
Germany,Plantains and others,2023,347.91,69.75,15.15,94117.4
India,Rice,2001,360.47,14.59,30.39,34546.8
France,Potatoes,2008,2783.29,76.82,27.38,70273.4
Japan,Yams,2000,1945.46,51.12,24.73,50800.7
China,Soybeans,1999,2476.81,19.89,32.13,8106.8
Germany,Plantains and others,2003,2596.8,74.31,32.93,16728.4
India,Sorghum,2015,2263.97,6.87,24.34,9576.5
Nigeria,Plantains and others,1995,1747.88,72.48,24.61,88919.8
Mexico,Sweet potatoes,2022,1401.62,8.89,14.76,158586.9
Canada,Plantains and others,1999,1613.75,78.21,13.61,77318.7
Egypt,Potatoes,2012,530.32,7.31,23.39,230684.5
United States,Soybeans,2007,481.58,29.98,28.03,26907.0
South Africa,Potatoes,2013,1928.21,113.06,18.02,160592.5
China,Sweet potatoes,2000,2631.96,46.58,25.43,52312.3
Brazil,Plantains and others,2007,1475.82,37.89,31.7,37205.0
India,Cassava,2001,2789.0,7.89,24.63,45354.3
Japan,Cassava,2008,1161.17,100.54,26.54,107965.8
Argentina,Plantains and others,2001,2737.45,73.02,25.85,35751.0
Nigeria,Soybeans,2015,2582.67,26.22,12.92,8959.5
Argentina,Sorghum,2002,2016.31,119.76,28.21,9821.9
Mexico,Plantains and others,1996,2329.12,61.41,19.83,35041.5
France,Wheat,1995,1527.64,17.8,28.03,22395.6
Canada,Maize,2002,564.99,16.38,32.0,43259.4
Mexico,Wheat,2005,2464.0,24.13,12.23,11147.5
Germany,Maize,1998,1707.42,127.22,22.09,38999.5
Brazil,Yams,1994,2935.5,15.35,23.58,38711.8
Indonesia,Plantains and others,1993,1959.81,17.11,28.31,50137.1
Brazil,Soybeans,1999,290.86,18.43,20.07,18414.4
Germany,Plantains and others,1993,2771.86,7.41,20.81,33863.7
Germany,Sweet potatoes,2023,2445.15,33.5,34.61,28580.3
South Africa,Sorghum,1993,1569.84,12.16,18.31,14189.4
Germany,Plantains and others,1994,1009.88,28.05,29.26,64683.4
Nigeria,Cassava,2015,1873.86,59.64,22.9,115637.0
Canada,Maize,1998,1838.83,19.81,36.28,22704.7
Brazil,Yams,2023,2599.14,36.45,21.35,44503.4
Argentina,Sorghum,2002,2620.23,35.52,24.35,7948.0
India,Cassava,2011,2618.19,292.37,23.1,54528.6
France,Sweet potatoes,1993,2657.7,16.41,33.49,22092.1
France,Soybeans,2004,1607.7,96.46,28.92,22479.1
South Africa,Potatoes,2009,2384.13,36.9,17.91,79732.0
United States,Potatoes,1994,220.0,35.51,20.56,166301.4
France,Sweet potatoes,1999,913.3,26.68,30.35,86642.3
Nigeria,Maize,2003,716.04,7.01,12.57,33718.0
Australia,Soybeans,2020,1360.34,142.31,23.88,34082.4
India,Yams,2018,2417.58,220.95,18.52,44722.6
Egypt,Cassava,1990,2398.53,38.41,36.58,21876.3
Germany,Sorghum,1994,599.88,48.35,19.35,18474.3
India,Rice,1990,1845.36,90.9,22.2,45200.2
Japan,Cassava,2009,1086.08,9.55,19.88,113812.9
Nigeria,Sweet potatoes,1995,1137.66,47.3,35.65,65617.5
Argentina,Potatoes,2008,2252.85,274.32,19.48,104520.0
India,Sweet potatoes,1993,2936.88,100.97,24.96,50029.0
Mexico,Rice,2003,1027.18,9.75,29.37,43863.0
India,Potatoes,2019,2362.03,14.34,22.0,84049.0
Germany,Yams,2011,2430.61,25.62,30.34,24474.4
India,Soybeans,1990,860.79,12.75,16.82,21221.2
Canada,Potatoes,2018,883.61,34.9,36.07,91812.8
Nigeria,Potatoes,2007,567.95,20.22,27.11,173259.0
Brazil,Rice,2007,893.37,26.39,35.28,28407.4
Egypt,Wheat,2017,1098.79,42.34,29.88,33035.3
Nigeria,Cassava,1993,2500.91,12.48,31.43,25527.7
France,Plantains and others,2001,1639.43,80.56,25.58,77925.0
South Africa,Sweet potatoes,2020,2579.85,28.97,24.9,64979.7
Indonesia,Potatoes,2023,2556.54,6.54,33.94,36966.8
Indonesia,Cassava,1999,533.26,8.57,24.57,117018.1
Nigeria,Maize,2002,1725.44,11.71,19.53,39416.0
Australia,Soybeans,1998,808.87,27.84,22.16,26894.1
Mexico,Wheat,1992,1444.31,23.07,30.63,16107.4
Mexico,Sorghum,2002,2603.3,98.17,21.35,7707.8
China,Maize,2006,2164.38,5.49,22.64,26715.8
Indonesia,Plantains and others,1992,1022.97,34.56,30.9,54212.6
Nigeria,Wheat,2002,830.45,59.28,27.85,32758.7
Brazil,Rice,1994,1651.18,69.05,16.53,37558.1
Australia,Plantains and others,2023,1444.96,6.37,23.68,102728.6
Egypt,Wheat,2023,922.7,36.18,15.47,47316.8
Japan,Maize,2000,657.95,23.13,28.15,45535.7
Egypt,Wheat,2004,2002.94,94.89,27.01,22520.7
India,Wheat,2011,2458.97,19.5,33.42,5341.1
Canada,Plantains and others,2007,816.92,10.45,27.21,87048.1
Germany,Potatoes,1991,1678.93,36.49,14.77,160897.3
Mexico,Wheat,2016,1084.08,53.58,17.72,40989.4
Australia,Sweet potatoes,1994,2840.35,52.13,33.71,25165.0
Japan,Sorghum,1993,1499.2,82.82,27.68,12950.3
Indonesia,Maize,2000,2230.91,95.51,37.34,13586.7
Argentina,Maize,2020,914.26,78.02,31.55,54745.8
Brazil,Wheat,1991,2513.89,65.45,23.94,11672.5
Japan,Cassava,2020,1995.04,23.67,25.66,68982.5
Argentina,Maize,1995,2758.85,203.28,29.21,20071.7
Indonesia,Plantains and others,2015,1083.87,11.69,29.04,87058.9
France,Maize,1992,2635.15,115.74,23.67,18246.9
Canada,Cassava,2015,885.03,32.35,33.81,61135.5
Mexico,Yams,2022,1741.6,15.69,14.65,88415.1
Japan,Sorghum,1998,455.79,75.66,27.14,15605.6
China,Wheat,2011,2853.83,30.26,15.25,12734.3
India,Soybeans,1998,995.36,267.71,37.13,13883.4
India,Rice,2017,1826.12,72.68,29.56,42424.9
South Africa,Plantains and others,1991,2093.35,102.81,37.03,18339.5
Australia,Plantains and others,2014,495.82,88.79,27.05,99472.0
United States,Plantains and others,2012,2465.75,60.86,24.93,42931.4
China,Yams,1990,253.67,33.28,12.86,75074.7
Indonesia,Yams,2015,1554.01,5.74,35.95,48185.5
Germany,Yams,2005,782.7,75.06,18.59,116901.2
Canada,Potatoes,1990,2313.52,23.51,23.65,83676.8
Japan,Rice,1999,206.51,211.54,35.56,16678.3
Australia,Maize,2022,489.73,58.44,35.58,35990.0
China,Sweet potatoes,2009,1468.07,150.68,29.6,89866.0
China,Cassava,2014,1641.4,41.0,14.79,96107.4
Indonesia,Rice,2013,2001.6,15.98,14.54,33217.3
United States,Sorghum,2011,842.3,17.31,13.42,23051.3
Japan,Sweet potatoes,2015,1475.59,115.81,26.81,128397.3
Brazil,Maize,2009,970.07,17.66,34.28,31305.1
China,Potatoes,2001,1569.87,17.28,14.04,138876.9
Canada,Plantains and others,2006,2867.94,18.68,28.23,33245.9
China,Wheat,2007,950.39,126.64,28.46,24545.7
Australia,Yams,2018,2105.57,22.8,23.9,73067.9
Germany,Maize,2005,2819.19,200.11,34.58,15911.7
Australia,Wheat,2014,2455.39,9.0,22.76,16232.6
Germany,Maize,1997,1608.05,84.26,15.53,33194.3
Germany,Potatoes,2018,2484.68,28.77,14.3,81532.0
United States,Plantains and others,1992,1963.11,31.91,16.33,61505.8
Germany,Sorghum,2020,1826.15,137.09,24.92,16171.3
Australia,Soybeans,1999,2249.24,14.56,21.39,12073.1
Indonesia,Cassava,1992,2989.43,37.17,33.22,21836.3
Indonesia,Soybeans,2001,1350.64,51.36,28.38,25562.2
China,Yams,2011,976.0,34.86,20.98,103933.4
United States,Yams,1998,738.57,68.18,29.27,81137.2
Canada,Plantains and others,2008,1650.44,5.37,22.99,86806.2
India,Sorghum,2008,2658.34,20.68,37.54,3152.9
France,Yams,2017,394.06,48.16,27.54,84032.0
Canada,Maize,2012,348.14,65.39,13.45,38762.4
